title,company,date,location,categories,viewers,text
Maltrato a Empleados en Ripley de San Miguel,Ripley,2004-08-28,"Lima,Lima","Tiendas y Comercio,Tiendas Departamentales",5370," Mi hermana despues de tanto aplicar a infinidades de trabajos, tuvo la suerte de encontrar trabajo en Ripley de San Miguel... pero para su mal, le toco en el departamento de menaje y la supervisora es una hija de la.... despues de tanto aplicar a infinidades de trabajos, tuvo la suerte de encontrar trabajo en Ripley de San Miguel... pero para su mal, le toco en el departamento de menaje y la supervisora es una hija de la.... En una oportunidad quise darle la sorpresa a mi hermana y la fui a visitar y de paso, para ayudarla pensaba adquirir algo de ese departamento, en cuanto llegue una senorita se acerco a ver ""que necesitaba"", eso fue lo que me dijo, cuando le explique que queria comprar algo me dijo ""ah..pues llameme cuando este lista y por favor no este tocando todo si no lo va comprar"". Yo no sabia si reirme en su cara o disimular. oportunidad quise darle la sorpresa a mi hermana y la fui a visitar y de paso, para ayudarla pensaba adquirir algo de ese departamento, en cuanto llegue una senorita se acerco a ver ""que necesitaba"", eso fue lo que me dijo, cuando le explique que queria comprar algo me dijo ""ah..pues llameme cuando este lista y por favor no este tocando todo si no lo va comprar"". Yo no sabia si reirme en su cara o disimular. En fin, cuando por fin vi a mi hermana, ella me ayudo a escoger una pieza de cristal, de pronto escuche gritos, la supervisora la estaba gritando, porque eso fueron gritos, delante de todos... fue desastroso. cuando por fin vi a mi hermana, ella me ayudo a escoger una pieza de cristal, de pronto escuche gritos, la supervisora la estaba gritando, porque eso fueron gritos, delante de todos... fue desastroso. Que poca educacion de esta gente y yo la verdad no se que se creen, mi hermana se sintio muy mal y a mi me fastidio tanto que la mande a rodar a la vieja put... mi hermana renuncio a ese trabajo, porque nadie merece que lo humillen y menos una estupida sin educacion, ni modales. educacion de esta gente y yo la verdad no se que se creen, mi hermana se sintio muy mal y a mi me fastidio tanto que la mande a rodar a la vieja put... mi hermana renuncio a ese trabajo, porque nadie merece que lo humillen y menos una estupida sin educacion, ni modales. Ah la mejor parte cuando fui a pagar a la caja, la senorita me dijo que no conocia mi tarjeta de credito - AMEX Gold - y cuando le enseñe mi licencia de California, casi me besa los pies la muy estupida... besa traseros...eval(ez_write_tag([[300,250],'apestan_com-medrectangle-4','ezslot_5',124,'0','0'])); mejor parte cuando fui a pagar a la caja, la senorita me dijo que no conocia mi tarjeta de credito - AMEX Gold - y cuando le enseñe mi licencia de California, casi me besa los pies la muy estupida... besa traseros..."
Ineficiencia en Saga Falabella,Saga Fallabella,2004-08-28,"Lima,Lima","Tiendas y Comercio,Tiendas Departamentales",7927," Hace unos dias pedi una tarjeta en Saga Falabella en Jockey plaza al tener tarjeta en otro centro comercial se me dio la opcionde credito automatico previa verificacion de contactos via telefonica, la persona que me atendio indico que demoraria 20 min max todo el procedimiento pasaban 2 horas no obtenia respuesta al preguntar, me dijeron que no ubicaban a mis contactos via telefonica lo cual era falso ya que los llame y me dijeron que nadie habia llamado. unos dias pedi una tarjeta en Saga Falabella en Jockey plaza al tener tarjeta en otro centro comercial se me dio la opcionde credito automatico previa verificacion de contactos via telefonica, la persona que me atendio indico que demoraria 20 min max todo el procedimiento pasaban 2 horas no obtenia respuesta al preguntar, me dijeron que no ubicaban a mis contactos via telefonica lo cual era falso ya que los llame y me dijeron que nadie habia llamado. Tuve que ejercer presion para que hicieran las llamadas en mi presencia para asi aprobar mi credito. Este personal ineficiente y inepto trabaja en Saga deberian tener mas criterios en relaciones humanas. que ejercer presion para que hicieran las llamadas en mi presencia para asi aprobar mi credito. Este personal ineficiente y inepto trabaja en Saga deberian tener mas criterios en relaciones humanas."
Portal catolico de la falsedad y el robo,Portal Católico,2004-08-28,"Lima,Lima","Medios de comunicación,Sitios Web y Correo Electrónico",2954," Señores, les envio esta carta completamente indignado, por que en la internet desde marzo del año 2004 ha aparecido una pagina web (http://www.madredelcarmendelima.galeon.com/) que se hace llamar ""portal oficial"" de la Santisima Virgen del Carmen de Lima, la cual es alcaldesa de la ciudad. les envio esta carta completamente indignado, por que en la internet desde marzo del año 2004 ha aparecido una pagina web (http://www.madredelcarmendelima.galeon.com/) que se hace llamar ""portal oficial"" de la Santisima Virgen del Carmen de Lima, la cual es alcaldesa de la ciudad. Lo unico que ha hecho en su existencia ha sido desinformar y colocar ideas y muchas historias de lo que a ellos se les ha ocurrido, de lo que ellos creen que ha pasado, y no solo han puesto lo que han querido, sino que han practicamente han destruido palabras que no vienen al caso. unico que ha hecho en su existencia ha sido desinformar y colocar ideas y muchas historias de lo que a ellos se les ha ocurrido, de lo que ellos creen que ha pasado, y no solo han puesto lo que han querido, sino que han practicamente han destruido palabras que no vienen al caso. En otras visitas que he realizado he visto que han puesto que la virgen es un armazon de alambres, que tiene las manos torneadas, que la virgen tiene una conchaperla que cuesta muchos soles, entre muchisismas cosas que faltan a la verdad y desfiguran por completo a la devocion que los limeños de barrios altos y de toda la ciudad sentimos ante esta virgen. visitas que he realizado he visto que han puesto que la virgen es un armazon de alambres, que tiene las manos torneadas, que la virgen tiene una conchaperla que cuesta muchos soles, entre muchisismas cosas que faltan a la verdad y desfiguran por completo a la devocion que los limeños de barrios altos y de toda la ciudad sentimos ante esta virgen. Ahora hay otro tema que es el robo de informacion, y que ellos de la manera mas descarada y burlandose de los derechos intelectuales y los derechos de autor se roban fotos y textos del sitio Religiosidad en la Ciudad de Los Reyes del Perú (http://www.religiosidadenlima.es.mn/), y encima dicen que se las envian, y si asi fuera, ellos saben bien que no es cierto, ya que esta pagina desde sus inicios se copia absolutamente todo, por que su autor es un frustrado, por que no lo dejaron entrar en el equipo de aquella pagina. Y esas represalias no son para nada justificadas y el robo mucho menos y de los catolicos peor. Ellos dicen ser catolicos y ser devotos de la virgen, pero lamentablemente hacen quedar en ridiculo a la iglesia catolica y utilizando el nombre de la virgen en vano para hacer sus fechorias haciendose pasar por santos, el robo es robo aca y en la China y esta penado por las leyes. hay otro tema que es el robo de informacion, y que ellos de la manera mas descarada y burlandose de los derechos intelectuales y los derechos de autor se roban fotos y textos del sitio Religiosidad en la Ciudad de Los Reyes del Perú (http://www.religiosidadenlima.es.mn/), y encima dicen que se las envian, y si asi fuera, ellos saben bien que no es cierto, ya que esta pagina desde sus inicios se copia absolutamente todo, por que su autor es un frustrado, por que no lo dejaron entrar en el equipo de aquella pagina. Y esas represalias no son para nada justificadas y el robo mucho menos y de los catolicos peor. Ellos dicen ser catolicos y ser devotos de la virgen, pero lamentablemente hacen quedar en ridiculo a la iglesia catolica y utilizando el nombre de la virgen en vano para hacer sus fechorias haciendose pasar por santos, el robo es robo aca y en la China y esta penado por las leyes. Espero que se pueda hacer algo, y que esta pagina desaparezca por el bien de la verdad y de la Virgen Maria, que no tiene la culpa de que esta pagina robe y mienta acerca de ella que tanto ama a sus hijos. Ya basta de esto, esperemos que desaparezca por el bien de nuestra ciudad y que el mundo no siga viendo el gran ridiculo que deja esta pagina perjudicando a Lima, Perú.eval(ez_write_tag([[300,250],'apestan_com-medrectangle-4','ezslot_2',124,'0','0'])); que se pueda hacer algo, y que esta pagina desaparezca por el bien de la verdad y de la Virgen Maria, que no tiene la culpa de que esta pagina robe y mienta acerca de ella que tanto ama a sus hijos. Ya basta de esto, esperemos que desaparezca por el bien de nuestra ciudad y que el mundo no siga viendo el gran ridiculo que deja esta pagina perjudicando a Lima, Perú. ANEXO: Hola como estas, disculpa nuevamente por olvidarme de las direcciones. como estas, disculpa nuevamente por olvidarme de las direcciones. Bueno, la pagina aquella que agrede a los demas es http://www.madredelcarmendelima.galeon.com/ y la agredida es http://www.religiosidadenlima.es.mn/ la pagina aquella que agrede a los demas es http://www.madredelcarmendelima.galeon.com/ y la agredida es http://www.religiosidadenlima.es.mn/ Y no solo roban fotos de esa pagina, sino que ahora vienen a robarse las del arzobispado de lima en la dirección http://www.arzobispadodelima.org, y la pagina no oficial del señor del santuario http://www.angelfire.com/dc/hssc/hsssc.htm - Ahora calumnian al señor mayordomo de esa hermandad, la cual no tiene ninguna culpa en lo sucedido con el daño hecho a la imagen del cristo en la guardada de la segunda cuadrilla. Cosas como esta, lo unico que hacen es dar una malisima imagen de los catolicos, y encima en su libro de visitas borran las informaciones que les convienen, como mis opiniones, y las que los alaban no las borran, con ello solo hacen un globo en el cual viven ellos en sus mentiras y aduladores, que ellos mismos son si se fijan en muchas de sus direccciones ip en ese libro de visitas, y tambien ellos en sus normas ponen que si agreden a las personas o malas palabras que dañen a los visitantes los borraran, eso no se cumple y con ello logran apoyar ese tipo de opiniones, a diferentes personas que no estan deacuerdo con esa pagina que es un verdadero bodrio, espero puedan hacer algo, esta pagina no merece seguir existiendo por el bien de la verdad, de los valores y de la virgen del carmen de lima. no solo roban fotos de esa pagina, sino que ahora vienen a robarse las del arzobispado de lima en la dirección http://www.arzobispadodelima.org, y la pagina no oficial del señor del santuario http://www.angelfire.com/dc/hssc/hsssc.htm - Ahora calumnian al señor mayordomo de esa hermandad, la cual no tiene ninguna culpa en lo sucedido con el daño hecho a la imagen del cristo en la guardada de la segunda cuadrilla. Cosas como esta, lo unico que hacen es dar una malisima imagen de los catolicos, y encima en su libro de visitas borran las informaciones que les convienen, como mis opiniones, y las que los alaban no las borran, con ello solo hacen un globo en el cual viven ellos en sus mentiras y aduladores, que ellos mismos son si se fijan en muchas de sus direccciones ip en ese libro de visitas, y tambien ellos en sus normas ponen que si agreden a las personas o malas palabras que dañen a los visitantes los borraran, eso no se cumple y con ello logran apoyar ese tipo de opiniones, a diferentes personas que no estan deacuerdo con esa pagina que es un verdadero bodrio, espero puedan hacer algo, esta pagina no merece seguir existiendo por el bien de la verdad, de los valores y de la virgen del carmen de lima."
Infame Telefonica del Peru,Telefónica del Perú,2004-08-28,"Lima,Lima","Telecomunicaciones & IT,TV Cable o Satelital",3517," En el Perú, la empresa Telefónica tiene prácticamente copado el mercado de teléfonos fijos, celulares, televisión por cable e internet. Perú, la empresa Telefónica tiene prácticamente copado el mercado de teléfonos fijos, celulares, televisión por cable e internet. La tarifa de la televisión por cable es de al menos US$ 35, y la mayoría de gente no los puede pagar. Entonces se ha extendido el robo o ""pirateo"" de cable. La gente conecta cables clandestinos a los legales, perjudicando a quienes sí pagamos por el servicio, puesto que la calidad de la señal ""pirateada"" es sumamente defectuosa. de la televisión por cable es de al menos US$ 35, y la mayoría de gente no los puede pagar. Entonces se ha extendido el robo o ""pirateo"" de cable. La gente conecta cables clandestinos a los legales, perjudicando a quienes sí pagamos por el servicio, puesto que la calidad de la señal ""pirateada"" es sumamente defectuosa. Mi casa queda en un condominio. De las cuatro casas, solamente la nuestra tiene la señal legal de cable. Las otras se cuelgan de la nuestra. Luego de muchos meses de soportar este hecho, en mi casa decidimos denunciar ante Cable Mágico el robo de nuestra señal. Sin embargo, cuando el técnico vino, no solo NO revisó las conexiones de las casas vecinas, sino que nos acusó de estar pirateando cable (De quién??? De nuestra propia conexión, que pagamos mes a mes???), pues, según él, solo se pueden tener dos televisores conectados a la señal. queda en un condominio. De las cuatro casas, solamente la nuestra tiene la señal legal de cable. Las otras se cuelgan de la nuestra. Luego de muchos meses de soportar este hecho, en mi casa decidimos denunciar ante Cable Mágico el robo de nuestra señal. Sin embargo, cuando el técnico vino, no solo NO revisó las conexiones de las casas vecinas, sino que nos acusó de estar pirateando cable (De quién??? De nuestra propia conexión, que pagamos mes a mes???), pues, según él, solo se pueden tener dos televisores conectados a la señal. La conexión había sido hecha anteriormente por otro técnico de Telefónica, sin que nosotras supiéramos nada. Desconectó uno de nuestros televisores, pero evidentemente, y como la señal sigue pirateada, nuestra señal es un desastre. No solo son unos ladrones en Telefónica del Perú sino que además se aprovechan descaradamente de quienes sí pagamos los servicios que recibimos, sin castigar a quienes los roban. Ojalá que entre otra compañía grande de televisión por cable, puesto que ese mismo mes nos cambiamos. había sido hecha anteriormente por otro técnico de Telefónica, sin que nosotras supiéramos nada. Desconectó uno de nuestros televisores, pero evidentemente, y como la señal sigue pirateada, nuestra señal es un desastre. No solo son unos ladrones en Telefónica del Perú sino que además se aprovechan descaradamente de quienes sí pagamos los servicios que recibimos, sin castigar a quienes los roban. Ojalá que entre otra compañía grande de televisión por cable, puesto que ese mismo mes nos cambiamos. Lo mismo ocurre con la internet, que se desconecta cada cierto tiempo durante varias horas. Nadie brinda explicaciones al respecto, y el área de quejas de Telefónica no contesta. A nadie le interesa los perjuicios que ocasionan a los usuarios. En mi casa somos tres personas que trabajamos con la internet y más de una vez no hemos podido enviar nuestros trabajos gracias al pésimo servicio de esta empresa. Maldita la hora en que el gobierno de turno aceptó un contrato que perjudica a los ciudadanos peruanos.eval(ez_write_tag([[300,250],'apestan_com-medrectangle-4','ezslot_3',124,'0','0'])); ocurre con la internet, que se desconecta cada cierto tiempo durante varias horas. Nadie brinda explicaciones al respecto, y el área de quejas de Telefónica no contesta. A nadie le interesa los perjuicios que ocasionan a los usuarios. En mi casa somos tres personas que trabajamos con la internet y más de una vez no hemos podido enviar nuestros trabajos gracias al pésimo servicio de esta empresa. Maldita la hora en que el gobierno de turno aceptó un contrato que perjudica a los ciudadanos peruanos."
"Telefonica del Perú, robo diario en teléfonos públicos",Telefónica del Perú,2004-08-28,"Lima,Lima","Telecomunicaciones & IT,Teléfonos Públicos",5495," Más que un caso aislado, es algo que pasa todos los días, en todo momento. ¿Quien en más de una ocasión no ha tenido la mala suerte de toparse con un teléfono público dañado? ¿Quien no ha sentido la impotencia de no poder reclamar ese insulto? que un caso aislado, es algo que pasa todos los días, en todo momento. ¿Quien en más de una ocasión no ha tenido la mala suerte de toparse con un teléfono público dañado? ¿Quien no ha sentido la impotencia de no poder reclamar ese insulto? ¿No es suficiente robar a los propietarios de números fijos, tambien hay que hacerlo con aquellos que no tienen mas que una moneda para llamar, Señores Telefónica_del_Perú? es suficiente robar a los propietarios de números fijos, tambien hay que hacerlo con aquellos que no tienen mas que una moneda para llamar, Señores Telefónica_del_Perú? Imaginense que en Megaplaza, en una hilera de telefonos públicos, todos robaban, y si nadie te daba aviso, yucaza. que en Megaplaza, en una hilera de telefonos públicos, todos robaban, y si nadie te daba aviso, yucaza. Es todo.  "
La maldad del Cementerio Parque del Recuerdo,Cementerio Parque del Recuerdo,2004-02-07,"Lima,Lima","Servicios,Varios",19043," El caso que voy a contarles es indignante hasta el cansancio. Todos conocemos el Cementerio Parque del Recuerdo situado en lurin el cual se jacta de ser un camposanto catolico sin fines de lucro, a diferencia de muchos otros privados que supuestamente solo tienen la intención de hacer dinero. Bueno este es un eslogan que un insulto a la religion catolica porque estos tipos del Parque del Recuerdo en vez de catolicos parecen ateos; saben que es lo que hacen estos disque catolicos cuando un cliente no paga la letra del nicho que compra para su ser querido a tiempo, estos inhumanos le quitan la lapida al muertito y no solo eso sino que amenazan con exhumar el cadaver y enviarlo a una fosa comun de no efectuar el pago requerido. Lo mas sadico a mi punto de vista es que aprovechan los dias festivos como son dia de la madre, dia del padre, navidad, etc, para retirar la mayor de lapidas posibles y cuando llegas a visitar a tu muertito no lo encuentras y cuando preguntas te dicen que retiraron la lapida por falta de pago. Tengan cuidado cuando compren un lugar en este cementerio ya que uno no esta libre de no poder pagar su deuda a tiempo. Que Dios los perdone. "
"Empresa Transportes Cial, 100% Rateros",Empresa de Transportes Cial,2004-02-07,"Lima,Lima","Transporte,Autobuses y Buses",28753," Empresa Transporte Cial, 100% Rateros (Lima, Perú) (Editor: el mensaje que no envíen casos en mayúsculas no parece tener efecto... NO envíen casos en puras mayúsculas!!) HOLA. tome la linea cial de transporte urbano interprovincial , lo que pasa es que esa empresa es una empresa que esta hecha como decimos los peruanos a la diabla. tiene buenos carros no se puede quejar, pero es favorable para los pasajeros si el carro pasa la velocidad reglamentada en las carreteras y pasan a todas las unidaddes de transporte, que llegues a tu destino 1 hora antes de lo programado? sera porque eres eficiente, o por que habra corrido toda la noche sin medir las consecuencias?... ojo ministerio de TRANSPORTE. Y si dejas tus paquetes en la boveda del omnibus, como decimos ya fuistes, o sea no llega a tu destino. ahh, y si te quejas en cial, no lo hagas porque el que lava los carros te atendera y te dira que tu tienes la culpa, asi que ni hagas tu RECLAMO... ESO si, lo unico que nos queda es no viajar y que se queden con sus carros nuevos de la muerte y su mal servicio, sr cixxia gerente gral. por favor reflexione!!! para bien de ud, si al final las utilidades se las come ud. no yo ...."
"Hotel Swissotel, cuiden sus laptops",Hotel Swissotel,2004-02-07,"Lima,Lima","Hotelería y alojamiento,Hoteles y Resorts",2646," Hoy quedé congelado tras ser testigo de un robo de una laptop a un funcionario Mexicano de Intel. El hecho ocurrió esta mañana en el cafe bar del Swissotel de Lima (exactamente detrás del lobby). congelado tras ser testigo de un robo de una laptop a un funcionario Mexicano de Intel. El hecho ocurrió esta mañana en el cafe bar del Swissotel de Lima (exactamente detrás del lobby). Mientras realizaba la entrevista a este personaje, un ladrón que merodea la zona se llevó su maletín con una laptop IBM. Todo lo hizo de forma sigilosa sin que ninguno de los presentes se percatara del robo. realizaba la entrevista a este personaje, un ladrón que merodea la zona se llevó su maletín con una laptop IBM. Todo lo hizo de forma sigilosa sin que ninguno de los presentes se percatara del robo. Lo más tristre fue la reacción de la gente de seguridad del hotel. No hicieron nada por bloquear las salidas o revisar de inmediato los videos para identificar a algún sospechoso. La representante del hotel se aparecio después de una hora para disculparse del hecho. tristre fue la reacción de la gente de seguridad del hotel. No hicieron nada por bloquear las salidas o revisar de inmediato los videos para identificar a algún sospechoso. La representante del hotel se aparecio después de una hora para disculparse del hecho. Lo cierto es que si vienen a Lima y van a un hotel tan lujoso como este, tengan cuidado con sus portátiles porque este sujeto merodea la zona y porta también un maletin para hacer el cambio. es que si vienen a Lima y van a un hotel tan lujoso como este, tengan cuidado con sus portátiles porque este sujeto merodea la zona y porta también un maletin para hacer el cambio."
Oltursa San Isidro - Aramburu,Oltursa,2004-02-07,"Lima,Lima","Transporte,Autobuses y Buses",47522," Fui a Autobuses Oltursa con mi novia, como es obvio a comprarnos pasajes.   El punto es que el ""personal"" que atendía no dejaba de mirar y sonreír, mi enamorada preguntó dónde quedaba el baño y la miraron de la forma más envidiosa posible, ella se fue, pues le importó muy poco que una india la mire así. La verdad es que ni siquiera era una chola power y no le seguí el juego, no me importó.   Al momento de pedir el boleto, me pedían mi mail. No entendí por qué, dijo que llegarían promociones y con lo que sucedió antes, evité darlo. Fue la insistencia, de que me iban a dar una tarjeta de descuentos y bueno lo hice. Oh sorpresa, desde ese día tengo como 6 nombres que quieren ingresar a mi msm y mensajes de texto a mi correo... qué mal servicio rinden ustedes, por favor!   Sería bueno que marquen sus distancias... aguantadas, esa es la verdad y me llenan el mail de huevadas, acuérdense: Buses Oltursa de Aramburu, en San Isidro apestan. El punto es que el ""personal"" que atendía no dejaba de mirar y sonreír, mi enamorada preguntó dónde quedaba el baño y la miraron de la forma más envidiosa posible, ella se fue, pues le importó muy poco que una india la mire así. La verdad es que ni siquiera era una chola power y no le seguí el juego, no me importó. Al momento de pedir el boleto, me pedían mi mail. No entendí por qué, dijo que llegarían promociones y con lo que sucedió antes, evité darlo. Fue la insistencia, de que me iban a dar una tarjeta de descuentos y bueno lo hice. Oh sorpresa, desde ese día tengo como 6 nombres que quieren ingresar a mi msm y mensajes de texto a mi correo... qué mal servicio rinden ustedes, por favor! Sería bueno que marquen sus distancias... aguantadas, esa es la verdad y me llenan el mail de huevadas, acuérdense: Buses Oltursa de Aramburu, en San Isidro apestan."
Policía de Tránsito corrupta,Policía de Tránsito de Lima,2004-02-07,"Lima,Lima","Gobierno y Política,Policía, Tránsito",9307," Hola, Quiero denunciar a una policía de transito, totalmente corrupta y que sin justificación alguna me puso una papeleta. La única explicación que tengo es que es una resentida social de mierda la puta esta! Quiero denunciar a una policía de transito, totalmente corrupta y que sin justificación alguna me puso una papeleta. La única explicación que tengo es que es una resentida social de mierda la puta esta! No haría tal acusación si no es justificada, la policia corrupta es: Torres Correa A. NCIP 31363421.... haría tal acusación si no es justificada, la policia corrupta es: Torres Correa A. NCIP 31363421.... Tengan cuídado ella me paró en La Molina en la av. los Frutales, me han dado el dato de que ponen papeletas porque reciben una comisión!    Slds. Mivec cuídado ella me paró en La Molina en la av. los Frutales, me han dado el dato de que ponen papeletas porque reciben una comisión! Slds. Mivec"
"El Político, el gran enemigo nacional",Políticos,2004-02-07,"Lima,Lima","Gobierno y Política,Autoridades Servidores Públicos",1688," Se ha convertido en el enemigo mas grande del Peru, en especial de la empresa nacional: EL POLITICO. Por ser la plaga mas grande de la economía del Perú. convertido en el enemigo mas grande del Peru, en especial de la empresa nacional: EL POLITICO. Por ser la plaga mas grande de la economía del Perú. Si hases una denuncia de alli sacan provecho, si pagas, un tributo, no te rinden cuentas, si no pagas te meten en carsel, si te inicias como empresa , al dia siguente, viene l a sunat, la fiscalía, defensa civil, él municipio, etc para sacarte dinero, por impuestos y licencia que ni siquiera te permitieron un tiempo de gracia para conseguirlos,... por tributos, y una serie de razones que te obligaran a abandonar el negocio.. y si eres victima de un delincuente, aqui no pasa nada, si no sale en la comisaría del sector, saldrá en la fiscaliza, porque, esas personas que tendrán que juzgar prefirieron el soborno tu caso... siempre estarás esperando... y para el colmo, tienes que mantener a los delincuentes que asesinaron a tu familia, porque?.... los penales están llenos de delincuentes que son mantenidos con el tesoro publico es decir tu dinero como contribuyente . es decir no hay Políticos capaces que ordenen a trabajar a estas personas... limpiando, las calles , parchando pistas, etc. Saben por que?........ a estos Políticos no lo eligió el pueblo si no mas bien lo Eligio el fraude, la corrupción...el Perú tiene grandes alumnos los mejores puestos de las universidades. Saben porque no se les convoca a ellos?... por que existe el enemigo del desarrollo, ¿quien es?... EL POLITICO.....¿hasta cuando será esto? Ud. lo sabe...? una denuncia de alli sacan provecho, si pagas, un tributo, no te rinden cuentas, si no pagas te meten en carsel, si te inicias como empresa , al dia siguente, viene l a sunat, la fiscalía, defensa civil, él municipio, etc para sacarte dinero, por impuestos y licencia que ni siquiera te permitieron un tiempo de gracia para conseguirlos,... por tributos, y una serie de razones que te obligaran a abandonar el negocio.. y si eres victima de un delincuente, aqui no pasa nada, si no sale en la comisaría del sector, saldrá en la fiscaliza, porque, esas personas que tendrán que juzgar prefirieron el soborno tu caso... siempre estarás esperando... y para el colmo, tienes que mantener a los delincuentes que asesinaron a tu familia, porque?.... los penales están llenos de delincuentes que son mantenidos con el tesoro publico es decir tu dinero como contribuyente . es decir no hay Políticos capaces que ordenen a trabajar a estas personas... limpiando, las calles , parchando pistas, etc. Saben por que?........ a estos Políticos no lo eligió el pueblo si no mas bien lo Eligio el fraude, la corrupción...el Perú tiene grandes alumnos los mejores puestos de las universidades. Saben porque no se les convoca a ellos?... por que existe el enemigo del desarrollo, ¿quien es?... EL POLITICO.....¿hasta cuando será esto? Ud. lo sabe...?"
"Ripley, ladrones con corbata",Ripley,2004-02-07,"Lima,Lima","Tiendas y Comercio,Tiendas Departamentales",9252," Ante todo, dejenme felicitarles porque me parece excelente la idea que haya una tribuna en la cual podamos exponer nuestros casos como consumidores maltratados. Todo lo que he visto publicado en contra de estas organizaciones que buscan lucrar pisoteando el derecho de los consumidores y burlándose de las leyes como lo hace Ripley es y debe ser cierto en su mayoría. Ripley Perú, el caso y queja Quiero exponerles mi caso: Hace unos meses atrás tuve el problema que me acerqué a comprar a uno de los establecimientos y programé mis pagos para una fecha y, como casi siempre lo hago, decidí adelantar mis pagos, y resulta que después de unos dias llega un rezago a mi casa con incrementos increibles, luego me acerqué a la tienda y me dieron una explicación estúpida por demás y más que el hecho de la ""estafa"", me molesta que insulten mi intelecto con las explicaciones tan estúpidas, creen que somos estúpidos o los estúpidos son ellos? Habría que analizarlo. El día 2 de Mayo del presente año compré un artículo haciendo uso de la tarjeta Ripley para acumular puntos pero lo cancelé en efectivo de inmediato, sin embargo se me vuelve a cobrar; lamentablemente ese comprobante no lo conservé porque fui con mi menor hija y me distraje tratando de que no se lastimara. Ripley Perú, no pasa nada...eval(ez_write_tag([[300,250],'apestan_com-medrectangle-4','ezslot_0',124,'0','0'])); Fui a reclamar una y otra vez pero lo único que recibí fueron mecidas. En vista de ello decidí pagar y evitarme molestias y pérdidas de tiempo y cancelar de una vez por todas esta tontería, pues finalmente si yo necesito comprar algo puedo hacerlo al contado y tengo otras tarjetas que si me ofrecen alternativas verdaderas y recibo un trato tan malo, encima la persona que me atiende me dice que cual es la desconfianza, imáginese quería que le deje la tarjeta sin destrozarla y me hacen firmar un documento de anulación del cual, por supuesto, siguiendo su línea de falta de respeto al público, no recibo ni una copia. que le deje la tarjeta sin destrozarla y me hacen firmar un documento de anulación del cual, por supuesto, siguiendo su línea de falta de respeto al público, no recibo ni una copia. Por supuesto, lo menos que podía exigir era que se rompa la misma, de igual manera anulé el seguro de la misma, del cual si recibí una constancia por parte de la Compañía de Seguros El Pacífico que al parecer, en ese sentido si tiene más respeto por el cliente. Lo mismo sucede con otras empresas como Luz del Sur y otros, pero eso lo publicaremos en otra oportunidad. Gracias y buena suerte en la lucha por la defensa de los derechos al consumidor."
"Algo huele mal en San Miguel, Lima, Peru",Gas Propano,2004-02-07,"Lima,Lima","Servicios,Gasolineras Gas LP y Otros",3622," Hace unos meses recibimos la grata noticia que el alcalde de San Miguel, Salvador Heresi se disponia a clausurar unos expendios de gas propano que se hallan en una zona inadecuada para su funcionamiento y que ademas no contaba con autorizacion de funcionamiento.   Luego de un mes de peligro y espera el municipio se digno a clausurar dos de estas tiendas lo cual fue festejado por las 300 familias que habitan el conjunto residencial de las Torres de San Miguelito.    La algarabia no duro mas de un mes pues despues de este lapso la misma municipalidad les entrego licencia de funcionamiento y gracias a ellos seguimos viviendo junto a una bomba de tiempo.   El alcalde no se entero de la disposicion de su municipio???  O es que al alcalde sus propios empleados le juegan al perro muerto???    Ahora dicen que tambien los autorizó defensa civil y Osinerg... Pero eso es contra sus propios reglamentos... o es que las normas en este pais esta pintadas y solo sirven para mear sobre ellas o es que les bajaron su billeton para que firmen y se queden callados???    Algo huele mal en San Miguel, Lima, Peru.  unos meses recibimos la grata noticia que el alcalde de San Miguel, Salvador Heresi se disponia a clausurar unos expendios de gas propano que se hallan en una zona inadecuada para su funcionamiento y que ademas no contaba con autorizacion de funcionamiento. Luego de un mes de peligro y espera el municipio se digno a clausurar dos de estas tiendas lo cual fue festejado por las 300 familias que habitan el conjunto residencial de las Torres de San Miguelito. La algarabia no duro mas de un mes pues despues de este lapso la misma municipalidad les entrego licencia de funcionamiento y gracias a ellos seguimos viviendo junto a una bomba de tiempo. El alcalde no se entero de la disposicion de su municipio??? O es que al alcalde sus propios empleados le juegan al perro muerto??? Ahora dicen que tambien los autorizó defensa civil y Osinerg... Pero eso es contra sus propios reglamentos... o es que las normas en este pais esta pintadas y solo sirven para mear sobre ellas o es que les bajaron su billeton para que firmen y se queden callados??? Algo huele mal en San Miguel, Lima, Peru. "
